m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11987"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13861"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19824"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10705"
"2016-12-01 00:00:00","php","11499"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13073"
"2016-12-01 00:00:00","c++","5242"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5660"
"2017-01-01 00:00:00","java","14598"
"2017-01-01 00:00:00","c#","11708"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21435"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12654"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14307"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14799"
"2017-02-01 00:00:00","java","14596"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21206"
"2017-02-01 00:00:00","c","2730"
"2017-02-01 00:00:00","c#","11506"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5177"
"2017-02-01 00:00:00","php","12535"
"2017-02-01 00:00:00","swift","4070"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","372"
"2017-03-01 00:00:00","c++","6233"
"2017-03-01 00:00:00","c","2974"
"2017-03-01 00:00:00","c#","13000"
"2017-03-01 00:00:00","java","17342"
"2017-03-01 00:00:00","python","17153"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23732"
"2017-03-01 00:00:00","r","4605"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14103"
"2017-04-01 00:00:00","c#","11104"
"2017-04-01 00:00:00","c","2862"
"2017-04-01 00:00:00","c++","5891"
"2017-04-01 00:00:00","python","15663"
"2017-04-01 00:00:00","javascript","21271"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12461"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15957"
"2017-04-01 00:00:00","swift","3926"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16365"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13067"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12004"
"2017-05-01 00:00:00","python","16209"
"2017-05-01 00:00:00","javascript","22416"
"2017-05-01 00:00:00","c++","5312"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4104"
"2017-06-01 00:00:00","javascript","21610"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2357"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11317"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4699"
"2017-06-01 00:00:00","python","16046"
"2017-06-01 00:00:00","java","14635"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11793"
"2017-07-01 00:00:00","c#","11214"
"2017-07-01 00:00:00","javascript","21636"
"2017-07-01 00:00:00","python","16943"
"2017-07-01 00:00:00","c","2057"
"2017-07-01 00:00:00","java","14165"
"2017-07-01 00:00:00","php","11809"
"2017-07-01 00:00:00","c++","5029"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","333"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4587"
"2017-08-01 00:00:00","java","13773"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10959"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16484"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4802"
"2017-08-01 00:00:00","javascript","21379"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4575"
"2017-08-01 00:00:00","php","11682"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9888"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15473"
"2017-09-01 00:00:00","java","12775"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4480"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19010"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10721"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19900"
"2017-10-01 00:00:00","c","2789"
"2017-10-01 00:00:00","c#","10242"
"2017-10-01 00:00:00","php","10861"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16982"
"2017-10-01 00:00:00","java","14030"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5228"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3907"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14205"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10629"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9817"
"2017-11-01 00:00:00","python","17013"
"2017-11-01 00:00:00","javascript","19437"
"2017-11-01 00:00:00","c++","5044"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3678"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8624"
"2017-12-01 00:00:00","java","12003"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17008"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9169"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14965"
"2017-12-01 00:00:00","r","3716"
"2018-01-01 00:00:00","python","16263"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12365"
"2018-01-01 00:00:00","javascript","18949"
"2018-01-01 00:00:00","c#","9404"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4765"
"2018-01-01 00:00:00","ruby","1164"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10161"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4203"
"2018-02-01 00:00:00","java","12058"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8598"
"2018-02-01 00:00:00","c","2152"
"2018-02-01 00:00:00","python","16358"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4579"
"2018-02-01 00:00:00","javascript","17246"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9170"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19185"
"2018-03-01 00:00:00","c#","9819"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17932"
"2018-03-01 00:00:00","c++","5199"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13588"
"2018-03-01 00:00:00","php","9881"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4068"
"2018-04-01 00:00:00","java","13525"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9265"
"2018-04-01 00:00:00","javascript","17984"
"2018-04-01 00:00:00","php","8969"
"2018-04-01 00:00:00","c++","4675"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","17006"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9951"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17597"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18094"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13496"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9505"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8815"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4111"
"2018-06-01 00:00:00","java","11821"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17205"
"2018-06-01 00:00:00","r","4497"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8468"
"2018-06-01 00:00:00","python","16836"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11785"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9429"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17954"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17832"
"2018-07-01 00:00:00","php","8583"
"2018-07-01 00:00:00","c++","3921"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9540"
"2018-08-01 00:00:00","python","17840"
"2018-08-01 00:00:00","c","1697"
"2018-08-01 00:00:00","java","11388"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17939"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8563"
"2018-08-01 00:00:00","r","4132"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8426"
"2018-09-01 00:00:00","c++","3776"
"2018-09-01 00:00:00","python","16114"
"2018-09-01 00:00:00","c","1858"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16079"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7757"
"2018-09-01 00:00:00","java","10843"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3153"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12630"
"2018-10-01 00:00:00","php","8291"
"2018-10-01 00:00:00","r","4386"
"2018-10-01 00:00:00","c#","9396"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4354"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17536"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3297"
"2018-10-01 00:00:00","python","18280"
"2018-11-01 00:00:00","javascript","16298"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18166"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8551"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11858"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7209"
"2018-12-01 00:00:00","javascript","14397"
"2018-12-01 00:00:00","java","10591"
"2018-12-01 00:00:00","c#","7622"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6328"
"2018-12-01 00:00:00","python","15885"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","235"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2799"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3434"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11167"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8846"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17124"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16126"
"2019-01-01 00:00:00","php","7301"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2931"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8440"
"2019-02-01 00:00:00","python","17691"
"2019-02-01 00:00:00","c","2084"
"2019-02-01 00:00:00","java","11127"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3790"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15824"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7425"
"2019-02-01 00:00:00","r","4292"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12222"
"2019-03-01 00:00:00","c++","4496"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17487"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9052"
"2019-03-01 00:00:00","php","7913"
"2019-03-01 00:00:00","go","727"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20075"
"2019-03-01 00:00:00","r","4544"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16309"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9207"
"2019-04-01 00:00:00","php","7347"
"2019-04-01 00:00:00","c++","4444"
"2019-04-01 00:00:00","c","2465"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11304"
"2019-04-01 00:00:00","swift","3114"
"2019-04-01 00:00:00","python","19975"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4642"
"2019-05-01 00:00:00","c#","9117"
"2019-05-01 00:00:00","assembly","248"
"2019-05-01 00:00:00","c","2140"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16267"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11253"
"2019-05-01 00:00:00","go","681"
"2019-05-01 00:00:00","c++","4185"
"2019-05-01 00:00:00","php","7110"
"2019-05-01 00:00:00","r","4347"
"2019-05-01 00:00:00","python","19057"
"2019-05-01 00:00:00","swift","3136"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9756"
"2019-06-01 00:00:00","javascript","14961"
"2019-06-01 00:00:00","c#","7701"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","204"
"2019-06-01 00:00:00","php","6132"
"2019-06-01 00:00:00","c++","3711"
"2019-06-01 00:00:00","c","1765"
"2019-06-01 00:00:00","python","17426"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3116"
"2019-06-01 00:00:00","r","3993"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4321"
"2019-07-01 00:00:00","c","1786"
"2019-07-01 00:00:00","c#","8540"
"2019-07-01 00:00:00","java","10976"
"2019-07-01 00:00:00","python","19957"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16352"
"2019-07-01 00:00:00","r","4257"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","639"
"2019-07-01 00:00:00","swift","3072"
"2019-07-01 00:00:00","php","6790"
"2019-08-01 00:00:00","c#","7774"
"2019-08-01 00:00:00","c","1574"
"2019-08-01 00:00:00","c++","3329"
"2019-08-01 00:00:00","python","18178"
"2019-08-01 00:00:00","delphi","175"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15355"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5898"
"2019-08-01 00:00:00","java","9186"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2564"
"2019-08-01 00:00:00","r","3975"
"2019-09-01 00:00:00","java","9710"
"2019-09-01 00:00:00","c","2016"
"2019-09-01 00:00:00","c#","7867"
"2019-09-01 00:00:00","assembly","223"
"2019-09-01 00:00:00","javascript","14913"
"2019-09-01 00:00:00","c++","3791"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5602"
"2019-09-01 00:00:00","go","625"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16937"
"2019-09-01 00:00:00","r","3947"
"2019-09-01 00:00:00","ruby","721"
"2019-09-01 00:00:00","swift","2564"
"2019-10-01 00:00:00","c#","8433"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4849"
"2019-10-01 00:00:00","python","20511"
"2019-10-01 00:00:00","javascript","16019"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2491"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11261"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","851"
"2019-10-01 00:00:00","php","6117"
"2019-10-01 00:00:00","swift","3120"
"2019-10-01 00:00:00","r","4387"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2526"
"2019-11-01 00:00:00","c#","8053"
"2019-11-01 00:00:00","c++","4748"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10360"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15784"
"2019-11-01 00:00:00","php","6138"
"2019-11-01 00:00:00","r","4285"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20677"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2896"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9082"
"2019-12-01 00:00:00","c#","7243"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18196"
"2019-12-01 00:00:00","c","2165"
"2019-12-01 00:00:00","c++","4227"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14346"
"2019-12-01 00:00:00","swift","2680"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5265"
"2020-01-01 00:00:00","assembly","231"
"2020-01-01 00:00:00","c#","7847"
"2020-01-01 00:00:00","c","2059"
"2020-01-01 00:00:00","python","20091"
"2020-01-01 00:00:00","java","10028"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4257"
"2020-01-01 00:00:00","r","4139"
"2020-01-01 00:00:00","go","655"
"2020-01-01 00:00:00","ruby","767"
"2020-01-01 00:00:00","javascript","16081"
"2020-01-01 00:00:00","swift","2914"
"2020-01-01 00:00:00","php","5930"
"2020-02-01 00:00:00","c#","7750"
"2020-02-01 00:00:00","c","1999"
"2020-02-01 00:00:00","c++","4120"
"2020-02-01 00:00:00","python","20157"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15815"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5724"
"2020-02-01 00:00:00","java","10120"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2771"
"2020-02-01 00:00:00","r","4687"
"2020-03-01 00:00:00","java","11175"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2504"
"2020-03-01 00:00:00","delphi","170"
"2020-03-01 00:00:00","c#","7834"
"2020-03-01 00:00:00","python","22851"
"2020-03-01 00:00:00","c++","4683"
"2020-03-01 00:00:00","assembly","299"
"2020-03-01 00:00:00","javascript","17644"
"2020-03-01 00:00:00","perl","201"
"2020-03-01 00:00:00","r","5109"
"2020-03-01 00:00:00","php","5735"
"2020-03-01 00:00:00","swift","2933"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","13402"
"2020-04-01 00:00:00","assembly","386"
"2020-04-01 00:00:00","c++","6395"
"2020-04-01 00:00:00","c#","8958"
"2020-04-01 00:00:00","c","3309"
"2020-04-01 00:00:00","delphi","238"
"2020-04-01 00:00:00","javascript","21843"
"2020-04-01 00:00:00","go","825"
"2020-04-01 00:00:00","perl","221"
"2020-04-01 00:00:00","php","7017"
"2020-04-01 00:00:00","ruby","787"
"2020-04-01 00:00:00","python","28891"
"2020-04-01 00:00:00","swift","3583"
"2020-04-01 00:00:00","r","6379"
"2020-05-01 00:00:00","java","14528"
"2020-05-01 00:00:00","c#","9799"
"2020-05-01 00:00:00","assembly","381"
"2020-05-01 00:00:00","delphi","219"
"2020-05-01 00:00:00","c","3566"
"2020-05-01 00:00:00","javascript","24932"
"2020-05-01 00:00:00","go","822"
"2020-05-01 00:00:00","c++","6992"
"2020-05-01 00:00:00","php","7801"
"2020-05-01 00:00:00","python","34118"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6805"
"2020-05-01 00:00:00","swift","4021"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12846"
"2020-06-01 00:00:00","c++","6094"
"2020-06-01 00:00:00","c","2727"
"2020-06-01 00:00:00","php","7048"
"2020-06-01 00:00:00","assembly","352"
"2020-06-01 00:00:00","c#","8940"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23077"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31378"
"2020-06-01 00:00:00","r","6199"
"2020-06-01 00:00:00","ruby","666"
"2020-06-01 00:00:00","swift","3683"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12303"
"2020-07-01 00:00:00","javascript","23090"
"2020-07-01 00:00:00","c++","5566"
"2020-07-01 00:00:00","c#","8801"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2225"
"2020-07-01 00:00:00","python","30310"
"2020-07-01 00:00:00","php","6864"
"2020-07-01 00:00:00","r","5584"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3448"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20668"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10979"
"2020-08-01 00:00:00","assembly","273"
"2020-08-01 00:00:00","c#","7997"
"2020-08-01 00:00:00","r","5063"
"2020-08-01 00:00:00","c","2017"
"2020-08-01 00:00:00","python","26340"
"2020-08-01 00:00:00","php","5798"
"2020-08-01 00:00:00","c++","5095"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3124"
"2020-09-01 00:00:00","java","10752"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2286"
"2020-09-01 00:00:00","c#","7289"
"2020-09-01 00:00:00","javascript","19523"
"2020-09-01 00:00:00","assembly","306"
"2020-09-01 00:00:00","c++","4238"
"2020-09-01 00:00:00","go","812"
"2020-09-01 00:00:00","r","5371"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25099"
"2020-09-01 00:00:00","swift","3017"
"2020-09-01 00:00:00","php","5645"
"2020-10-01 00:00:00","c#","7023"
"2020-10-01 00:00:00","c++","4731"
"2020-10-01 00:00:00","python","26500"
"2020-10-01 00:00:00","assembly","382"
"2020-10-01 00:00:00","java","10794"
"2020-10-01 00:00:00","c","2523"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19179"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","551"
"2020-10-01 00:00:00","r","5784"
"2020-10-01 00:00:00","swift","2758"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5466"
"2020-11-01 00:00:00","c","2902"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18215"
"2020-11-01 00:00:00","java","10319"
"2020-11-01 00:00:00","c#","6815"
"2020-11-01 00:00:00","assembly","414"
"2020-11-01 00:00:00","python","26032"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4752"
"2020-11-01 00:00:00","php","5558"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5605"
"2020-11-01 00:00:00","swift","2630"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18621"
